name,uiid,playtime,xp,level,money,driven,drift,skill,created_at
demon/.Jose,clqgh5qzt004irp0h2ki8h1hi,1401295,227,4,172,54360.21,11085.476,34.68208743729914,2023-12-22T10:14:27.306Z
GlenDon,clqgh02dh0069rm0ia4n53l6t,267112,48,1,12,8389.45,3234.35,25,2023-12-22T10:10:02.117Z
stephan,clqggz46y008npv0i9yl159ge,167269,24,1,12,6828.29,979.253,25,2023-12-22T10:09:17.818Z
buford,clqggwk5r0063rm0i6d5vu8zj,756165,79,2,70,25623.96,0,19.11849721726945,2023-12-22T10:07:18.544Z
claudio9,clqggsns3005vrm0iysy9thgt,331641,74,2,65,11984.8,6554.91,25,2023-12-22T10:04:16.611Z
willy4,clqggse6k005srm0ib9dzrafm,561008,59,2,58,18164.9,0,25,2023-12-22T10:04:04.172Z
Parlay,clqggp7aa005mrm0in89bac2d,251909,38,1,15,9902.94,1934.48,25,2023-12-22T10:01:35.266Z
Auckland47,clqggk987005jrm0i21oiz6k3,274694,37,1,14,11165.9,907.178,25,2023-12-22T09:57:44.503Z
bierce,clqggjs3u005grm0ifchm7wbr,275200,35,1,11,10880.4,15.4132,32.90988811124744,2023-12-22T09:57:22.314Z
goerke0,clqggf7sl005drm0i5akirfq0,372617,38,1,6,11376.8,0,25,2023-12-22T09:53:49.366Z
Allan584,clqgg301j0056rm0irr5n6jhb,816305,128,3,155,33751.61,1213.3908,26.25214467157151,2023-12-22T09:44:19.447Z
Quarta0,clqgfvu09008apv0ih4x79wcs,608423,52,2,65,16519.8,179.894,25,2023-12-22T09:38:45.033Z
modular,clqgftm6y0053rm0iuiy3ifu4,220636,32,1,15,7956.97,1494.72,25,2023-12-22T09:37:01.595Z
Nadia522,clqgfr6sq0087pv0it26mfyfg,976586,140,3,158,41799.81,2564.422,14.19830158087573,2023-12-22T09:35:08.330Z
Rocky7,clqgfj0up0050rm0irs3873t3,174809,22,1,7,6901.87,693.207,25,2023-12-22T09:28:47.377Z
ron948,clqgfdaar004xrm0i0k7kkbai,576620,62,2,62,20516.27,4.81259,25,2023-12-22T09:24:19.683Z
Fewer.gavin,clqgfbz5n0082pv0izz31u8gt,194336,31,1,14,7471.63,1192.97,16.30747616384625,2023-12-22T09:23:18.587Z
amos69,clqgf7rel004srm0i9wxuo1m7,271245,32,1,12,9826.09,508.242,16.30747616384625,2023-12-22T09:20:01.917Z
maximin,clqgf3e3b007vpv0ida9x4y3w,436913,54,2,70,16361.52,138.095,17.08317460769751,2023-12-22T09:16:38.039Z
Boyd7,clqgf0595007qpv0iil5weovl,757575,74,2,77,22393.3,908.8199999999999,20.21391612762139,2023-12-22T09:14:06.617Z
tivoli,clqges424004frm0id89i6bi3,249745,33,1,3,9346.19,92.5051,25,2023-12-22T09:07:51.820Z
germanic,clqgeqd20004crm0ihmpd57ez,240087,32,1,11,9219.29,8.33664,25,2023-12-22T09:06:30.168Z
remsen6,clqgepmlg0049rm0ietqp4b7w,301581,41,1,4,10406.1,1118.35,36.68466840271768,2023-12-22T09:05:55.876Z
delora,clqgei855004brp0hsq5ge7dd,399672,43,1,15,11655.9,1560.61,25,2023-12-22T09:00:10.553Z
Lobito600,clqgeeo3i007ipv0ijric9oe0,456684,47,1,10,14768.9,82.0674,15.21673606963657,2023-12-22T08:57:24.606Z
alfred1,clqgebx7d007dpv0i3qlac97z,193073,25,1,10,7052.87,181.976,25,2023-12-22T08:55:16.441Z
denoting,clqge4633003vrm0i9hyfwd04,421480,58,2,65,16279.59,0,19.23977616152541,2023-12-22T08:49:14.703Z
Mere-mathew,clqge388n003orm0igmxtc8fz,519456,70,2,62,19761.62,410.7535,26.72848305460592,2023-12-22T08:48:30.840Z
Boris7,clqgdyho4003hrm0i4fbzpmo1,488388,56,2,58,17884.18,19.8025,19.20543223853223,2023-12-22T08:44:49.780Z
Busygraphy,clqgdxr8w003erm0il02wdy5j,462052,49,1,58,15320.9,46.2804,25.63843970128845,2023-12-22T08:44:15.536Z
llano,clqgdq8vl0039rm0ixk5dxjny,403716,38,1,5,11696.8,0,25,2023-12-22T08:38:25.137Z
ernesto,clqgdml3e0036rm0ipn96fefd,301292,29,1,8,8435.29,0,24.18223737905043,2023-12-22T08:35:34.347Z
coyorourke,clqgdl8w40033rm0ixenkeq7t,759616,89,2,72,26882.19,1304.625,21.77929024596012,2023-12-22T08:34:31.876Z
kinDFinNed,clqgd2cxb002wrm0iewpomi8z,168993,32,1,10,6474.73,2.13144,25,2023-12-22T08:19:50.639Z
cantle,clqgcy6410071pv0is0mpcbhk,240077,32,1,10,9811.25,122.405,25,2023-12-22T08:16:35.185Z
Bare_Orpine,clqgcj276002qrm0innoxtg6d,282395,50,2,52,9244.63,3081.69,25,2023-12-22T08:04:50.274Z
Burnight,clqgc3jk7006epv0itjtz6w74,294752,53,2,65,12231.8,2193.04,31.95717754628155,2023-12-22T07:52:46.279Z
okay.jeremy,clqgc1ex4002jrm0i6ag1sfic,293052,38,1,14,11870.2,6.59205,17.38854094324347,2023-12-22T07:51:06.952Z
Nitre,clqgbxgxw0067pv0ikq1pp3vb,245853,32,1,6,9566.53,0,33.69252383615374,2023-12-22T07:48:02.948Z
Orinasal,clqgbgrs8005zpv0iqqat686v,292842,38,1,5,11121.3,24.5556,25,2023-12-22T07:35:03.848Z
Dewey,clqgbfc3v0027rm0ir0xz9hmn,607834,86,2,87,21506.69,2800.813,17.53103131693468,2023-12-22T07:33:56.875Z
adolph6,clqgb9prv0024rm0i6229hlre,230183,35,1,15,10471.6,2.31929,25,2023-12-22T07:29:34.651Z
Reynaldo,clqgb77zj005upv0iqdbu5m57,174227,23,1,5,6666.17,838.405,18.38177837256037,2023-12-22T07:27:38.288Z
Jake0,clqgajig2005mpv0iveew1biw,473535,73,2,74,20013.77,1575.796,23.34069386827112,2023-12-22T07:09:12.098Z
sassy-dania,clqgaa49h005hpv0iuj14suz2,726179,81,2,77,25020.4,0,18.10831464387985,2023-12-22T07:01:53.814Z
Tenedos0,clqga649n001lrm0ihzfj17zm,716777,87,2,77,27255,1141.636,22.27415107100494,2023-12-22T06:58:47.195Z
brYnhiLd132,clqg9paih001irm0irgc9ek5p,238426,33,1,2,9197.53,30.3732,25,2023-12-22T06:45:42.137Z
Noble92,clqg9n1vv005cpv0i1qxt1k8g,231528,38,1,11,9242.02,1146.55,18.04282245371844,2023-12-22T06:43:57.644Z
Kennith,clqg9j346001frm0i60pjo0g9,332291,50,2,60,13161.3,1389.98,17.45389355287133,2023-12-22T06:40:52.615Z
SantiaGO0,clqg9ijqj003vrp0hgpsy9zk9,337696,28,1,10,8629.58,0,25,2023-12-22T06:40:27.500Z
Rustic.cove,clqg94qde001arm0i55uef5wv,609786,52,2,61,16000.9,12.9532,10.63762042890372,2023-12-22T06:29:42.914Z
wismar9,clqg8li0e004zpv0ici4eefq0,264784,31,1,3,9775.44,252.604,18.04282245371844,2023-12-22T06:14:45.614Z
71Tadzhik,clqg8ity6004upv0i91zr8x5v,1935646,211,4,422,65325.3,26.0158,18.82891044486546,2023-12-22T06:12:41.119Z
Ursal,clqg8dpem0013rm0ilutniwi1,976114,125,3,239,38433.23,0,17.11984661747793,2023-12-22T06:08:41.950Z
Jamey,clqg84ldf004lpv0i1brgeax4,719075,105,2,82,29486.37,0,25.33992807475579,2023-12-22T06:01:36.819Z
84.nicolas,clqg7xv8a0039rp0hqf5o0z8g,376384,41,1,6,12204.3,619.514,9.946448921319917,2023-12-22T05:56:23.003Z
augustus,clqg7va8z004ipv0ili4vscf4,302907,31,1,9,9865.38,33.6437,25,2023-12-22T05:54:22.499Z
waylon,clqg7l8bu004fpv0i9jj6tjgm,227431,38,1,15,10383.3,92.7703,25,2023-12-22T05:46:33.450Z
Kneehigh,clqg7iu8i0032rp0hkv066hqq,1066427,130,3,129,39844.56,3147.865,18.60619574470702,2023-12-22T05:44:41.875Z
Back299,clqg7gbuo0010rm0it1q1545n,228446,41,1,10,9239.41,60.3809,25,2023-12-22T05:42:44.736Z
Hotze240,clqg7dfs8004apv0iy164djx4,383618,43,1,13,14510.63,0,16.87764995260491,2023-12-22T05:40:29.864Z
Top_Fathead,clqg79d9r000xrm0iwuxb8pxj,507745,34,1,10,10681.7,0,25,2023-12-22T05:37:19.983Z
nicol3,clqg75bxt0047pv0i0dayrd49,239582,38,1,1,9318.72,1539.56,18.63616664126331,2023-12-22T05:34:11.633Z
Hosea,clqg6zff4000srm0ik9dn38r9,376544,44,1,10,13435.9,72.5823,25,2023-12-22T05:29:36.208Z
Augustus,clqg6rkf1002zrp0hczijwwob,246381,32,1,6,9591.09,938.893,25,2023-12-22T05:23:29.437Z
Grim.blintz,clqg65cw8003upv0isq1fd216,310210,32,1,12,9078.53,69.6152,20.4238075236496,2023-12-22T05:06:13.257Z
Ritual.Mose,clqg60a37003rpv0i9jhwba4q,235466,32,1,14,9421.17,17.7465,25,2023-12-22T05:02:16.340Z
Ampoule2,clqg5ukho000frm0iwj44zs53,258463,44,1,7,9963.64,2377.93,25,2023-12-22T04:57:49.884Z
Petigny,clqg5rcxc000crm0i4qfeniq5,1180259,115,3,137,36094.78,0,19.48631561478392,2023-12-22T04:55:20.112Z
hansom67,clqg4tns0002nrp0h0sa0ffqf,230538,32,1,12,9096.11,509.865,25,2023-12-22T04:29:07.872Z
Skinny-Clef,clqg4tixd002krp0hkpi5upyg,539351,38,1,12,11608.4,48.6098,25,2023-12-22T04:29:01.586Z
filiate,clqg4fh0j003hpv0i8gbhpc5t,224487,47,1,28,9447.15,1238,25,2023-12-22T04:18:05.924Z
Sound_ralph,clqg4bo6a002hrp0hs0v8qx9e,254730,34,1,15,10618.2,2.42143,25,2023-12-22T04:15:08.579Z
Peter,clqg4adtx003apv0iulqrjkwt,450470,74,2,77,16691.61,4361.91,13.78956788029311,2023-12-22T04:14:08.518Z
Fixer,clqg46bi30035pv0il9ca216h,348676,44,1,5,13414.3,838.793,27.49860232210725,2023-12-22T04:10:58.876Z
used_Purdah,clqg40xru002crp0h06f4y54o,621619,75,2,66,19099.86,2262.1114,14.0412877680172,2023-12-22T04:06:47.803Z
trotyl,clqg2yvze0009rm0i64rl4e2d,408513,47,1,15,14685.1,200.482,25,2023-12-22T03:37:12.554Z
lou5,clqg2lj4z0032pv0iz0wl9ijt,251928,38,1,8,9645.65,1027.63,25,2023-12-22T03:26:49.379Z
88-Elliott,clqg2kcvm001vrp0hizyfwsme,192276,23,1,12,6994.95,415.878,25,2023-12-22T03:25:54.610Z
Kaolack,clqg294ea001qrp0hzl9x2pct,294884,32,1,14,9244.63,0,25,2023-12-22T03:17:10.402Z
Tiny_dooley,clqg1y1lq002zpv0iattaxq5y,236803,32,1,6,9097.19,0,25,2023-12-22T03:08:33.567Z
Safe_herman,clqg1pn37001crp0hdmyqokui,292415,35,1,9,10662.3,749.319,25,2023-12-22T03:02:01.507Z
Ranit,clqg1nr3o0019rp0hwfvj0wf1,265129,41,1,6,10124.3,1548.46,25,2023-12-22T03:00:33.397Z
Canorous0,clqg1jeiz002wpv0i2hk8y7ab,229500,32,1,10,9391.9,0,18.04282245371844,2023-12-22T02:57:10.475Z
melvin,clqg1f8sq002tpv0iz5pteze8,258852,28,1,12,8406.1,0,17.36121752575079,2023-12-22T02:53:56.426Z
Foliar664,clqg1f6920014rp0hxto755o2,269345,34,1,11,10534.9,90.7728,36.78843543023107,2023-12-22T02:53:53.127Z
graveethan,clqg11wgo000trp0homyhj2ec,232601,37,1,0,9049.62,7.34127,25,2023-12-22T02:43:33.912Z
dustheap,clqg0v5mr0006rm0itfe5wtea,361506,31,1,11,9805.74,0,25,2023-12-22T02:38:19.204Z
Refugio,clqg0nl87001opv0ih3gx69rp,335106,34,1,4,10366.3,374.407,25,2023-12-22T02:32:26.168Z
reynaldo,clqg0gmb8000grp0hjcj8w4ja,3960997,520,8,576,145203.41,11812.805,20.7415323904508,2023-12-22T02:27:00.980Z
Rigid_Ruben,clqg094zo001jpv0it71l1vcn,687763,109,3,133,26763.2,3369.59,17.92731080012143,2023-12-22T02:21:11.940Z
nicholas,clqg08bph0009rp0htrc0i08p,498215,65,2,62,19135.72,1073.058,27.02024281928094,2023-12-22T02:20:33.990Z
sherwood,clqg0479j0004rp0hr332aa8t,1476185,139,3,126,43798.7,0,20.21451262945857,2023-12-22T02:17:21.608Z
fleshly0,clqfysn8v0003rm0ipidnmz2f,227009,34,1,7,9102.17,15.4872,25,2023-12-22T01:40:22.831Z
Nickolas,clqfyopge001bs60jvdyhullg,165891,23,1,15,6447.11,0,25,2023-12-22T01:37:19.070Z
sideline,clqfyjyxv0018s60j7cdwysb2,218459,26,1,3,7907.43,296.071,20.41268463020065,2023-12-22T01:33:38.083Z
Nickolas,clqfyopge001bs60jvdyhullg,165891,23,1,15,6447.11,0,25,2023-12-22T01:37:19.070Z
sideline,clqfyjyxv0018s60j7cdwysb2,218459,26,1,3,7907.43,296.071,20.41268463020065,2023-12-22T01:33:38.083Z
Doug828,clqfy646c0013s60jlk2fipkt,219069,22,1,13,6782.03,0,23.57650882377972,2023-12-22T01:22:51.684Z
Troika6,clqfy5iiq0010s60jmexqpyox,744181,125,3,129,30485.27,2798.648,32.16518964127996,2023-12-22T01:22:23.618Z
kerry,clqfy3d1a000vs60ja3ypsumk,311947,38,1,11,11129.4,21.8211,25,2023-12-22T01:20:43.198Z
Dennie,clqfxwk9g0000rm0id60q15yv,172981,23,1,4,6659.82,857.232,25,2023-12-22T01:15:25.971Z
Coralyn,clqfxum90000jpv0imsl8y7kj,646169,86,2,76,21439.86,3745.898,18.70198362753762,2023-12-22T01:13:55.237Z
wrapping,clqfxsixo000ls60j2ie08i02,235749,44,1,6,9372.17,2308.24,25,2023-12-22T01:12:17.628Z
winston,clqfxk8aa000gs60j3b6ujpii,240615,38,1,7,9432.03,1053.71,25,2023-12-22T01:05:50.579Z
curtis,clqfxdah8000bs60juktirckp,235929,35,1,3,9036.65,482.218,25,2023-12-22T01:00:26.828Z
Epic.alcala,clqfxatds0008s60j4i1b25qu,235860,43,1,12,9514.18,1840.61,25,2023-12-22T00:58:31.360Z
Low_Etamine,clqfx3kwi0007pv0i9c9hm6zl,789781,101,2,76,28003.68,1072.71,18.98793745119769,2023-12-22T00:52:53.779Z
kurtis,clqfwvsa50000s60jeg6d2igv,234027,37,1,9,9001.23,32.7657,25,2023-12-22T00:46:50.031Z
poorDamien,clqfwi6cv0000pv0ia3l4av9l,274899,34,1,10,10439.9,22.9066,18.70782473979356,2023-12-22T00:36:15.148Z
eddie,clqfvuzly00l1t50h4dfzqtpa,273086,37,1,15,11352.9,583.766,16.30747616384625,2023-12-22T00:18:13.318Z
Unroof,clqfvocw200kwt50hbqgco2pa,801837,80,2,77,22476.17,679.3317,21.30219607053451,2023-12-22T00:13:03.938Z
joyous-Asch,clqfvknj000knt50htnzoi7q7,270252,35,1,2,10220.4,135.638,31.49833696210076,2023-12-22T00:10:11.101Z
canarese,clqfvct1900kgt50hyue3a1jx,356424,49,1,54,13935.56,166.3819,36.72445376423216,2023-12-22T00:04:04.990Z
Jedidiah,clqfv0nu600k3t50h2sq4wmve,718552,99,2,59,28831.12,1820.4356,24.02525616485512,2023-12-21T23:54:38.383Z
spark488,clqfuxgpq00jxt50h9sbycaeo,324699,34,1,8,10761.3,0,25,2023-12-21T23:52:09.182Z
pat,clqfudpe000jmt50hkpqu1wds,613289,60,2,71,18917.7,14.3054,25.48295871635622,2023-12-21T23:36:47.304Z
Hitherto,clqfucbdm00jjt50hsy68eszr,319944,38,1,15,9395.43,1621.63,25,2023-12-21T23:35:42.490Z
donnie,clqftz06k00j8t50hui2h53nm,248323,38,1,13,9852.26,1822.83,25,2023-12-21T23:25:21.452Z
Tragic_Mack,clqftvpl200j5t50ho2ay78x5,493562,63,2,75,17764.84,2243.175,14.35362038196096,2023-12-21T23:22:47.750Z
Chagall,clqftbq1400cdq20i0zhqt8cm,412047,46,1,15,14699.5,393.315,25,2023-12-21T23:07:15.208Z
Few.brendan,clqfsvak500c8q20i9t343ul8,371034,62,2,80,13673.07,2752.2,23.80725820249,2023-12-21T22:54:28.661Z
alivebeale,clqfslvmz00mjs40i3yoktk65,249399,46,1,12,10010.7,2526.36,25,2023-12-21T22:47:09.419Z
luciano67,clqfsi88200iut50hudrnysww,275794,35,1,11,10253.3,190.178,25,2023-12-21T22:44:19.107Z
Slow-shelby,clqfsebyp00c3q20ijybq1127,416944,69,2,67,16512.48,2177.77,14.39210227342017,2023-12-21T22:41:17.329Z
Theron836,clqfscv3j00irt50hemum1ivz,543284,78,2,78,17954.41,3466.29,13.18285765447749,2023-12-21T22:40:08.816Z
SYdneY,clqfsc4xv00mgs40i554v6qoe,177686,25,1,9,7152.1,961.508,25,2023-12-21T22:39:34.915Z
Correa,clqfsc32m00iot50hlxu5sumq,289136,35,1,10,10155.3,19.4336,21.28488490326089,2023-12-21T22:39:32.495Z
Barry268,clqfrlzfa00igt50hn7ygq567,164532,28,1,14,6711,269.835,24.20684882874426,2023-12-21T22:19:14.710Z
dorian,clqfrgh9c00i5t50hez6at9h6,225486,26,1,4,7954.86,572.484,15.38672926437626,2023-12-21T22:14:57.889Z
sandy7,clqfrcrqx00hst50he7rnquko,540524,68,2,66,18798.6,929.7592999999999,28.67341804359675,2023-12-21T22:12:04.857Z
91_Jake222,clqfra2ys00m3s40ifq002far,294837,38,1,15,11170.3,28.7001,25,2023-12-21T22:09:59.429Z
Hubert,clqfr8hjg00hpt50h9slypk6z,452365,58,2,72,16968.47,316.561,19.79425020537163,2023-12-21T22:08:45.005Z
rodger,clqfr3fj000hit50h9ziim80r,332119,41,1,15,12196.7,463.232,25,2023-12-21T22:04:49.117Z
Panga,clqfr1meh00hft50hdyiuss3r,502435,61,2,66,17993.05,23.2919,19.54057747364466,2023-12-21T22:03:24.713Z
warren,clqfqjbk800h5t50hezevjibf,255158,35,1,13,10793.1,856.504,25,2023-12-21T21:49:10.857Z
insidE-kIm,clqfqfo1600lws40ix61km90q,222467,59,2,58,9114.07,3182.82,25,2023-12-21T21:46:20.395Z
Pairoar,clqfq9wo400gyt50hq63wi1c8,336182,32,1,6,9745.37,432.729,25,2023-12-21T21:41:51.652Z
thad,clqfq7rol00gvt50hipldjt5d,236405,31,1,8,8916.26,227.218,25,2023-12-21T21:40:11.877Z
herb,clqfpvd0100ljs40idey7iipf,163782,23,1,11,6686.51,900.533,25,2023-12-21T21:30:32.977Z
gIUsEppe,clqfpjtrh00brq20ixfnozhk4,778637,159,3,143,31367.8,11460.26,14.31950388747467,2023-12-21T21:21:34.829Z
mIles,clqfpbz1l00g3t50hrdfdi5l4,239575,50,2,56,9564.12,3747.77,25,2023-12-21T21:15:28.426Z
Jarrett,clqfp61us00fyt50h1oarjq85,191209,23,1,9,6960.33,487.505,25,2023-12-21T21:10:52.132Z
allyn99,clqfoxt4400lds40irkldtncz,173197,36,1,6,6912.29,2385.51,25,2023-12-21T21:04:27.556Z
michaeL,clqfomk8k00fjt50hnkuip9pb,241945,32,1,6,9300.48,174.111,25,2023-12-21T20:55:42.836Z
Shelves,clqfokz9500fgt50hi1vxighf,629062,111,3,121,24898.77,4173.51,31.46596503739199,2023-12-21T20:54:28.986Z
stephen,clqfogg7k00l8s40irrzi75ok,358979,43,1,14,13441.7,57.6566,25,2023-12-21T20:50:57.680Z
godgiven,clqfo3l1i00f4t50hgsftjdsa,322260,41,1,15,12720.1,80.2386,25,2023-12-21T20:40:57.414Z
Weizmann,clqfnpvmy00evt50hjaxrj267,392332,46,1,7,12116.8,1015.11,25,2023-12-21T20:30:17.962Z
radioman,clqfnm7bd00est50h5yo9zuz1,632218,67,2,65,20072.3,0,19.73693991304052,2023-12-21T20:27:26.474Z
Darrel,clqfnkn2l00kjs40icoi28t03,464871,94,2,70,20013.26,4442.46,26.17541644790388,2023-12-21T20:26:13.581Z
Albert,clqfnef9m00kcs40ihr5bplhe,847484,77,2,70,24252.4,7.61625,9.330263821192224,2023-12-21T20:21:23.530Z
Funnydante,clqfncv3p00emt50hsuz6sf1k,215881,50,2,65,8711.65,2027.06,25,2023-12-21T20:20:10.742Z
Ulna,clqfnapfl00k5s40iljgbb3sv,221508,32,1,10,8412.01,895.461,25,2023-12-21T20:18:30.082Z
Icky,clqfn9njr00egt50h6v0yxhs2,236052,38,1,11,9477.87,1932.19,25,2023-12-21T20:17:40.984Z
Jimmie,clqfn8v8k00edt50huwyfd9a3,247672,32,1,9,9639.21,202.247,25,2023-12-21T20:17:04.292Z
insist,clqfn82r000eat50hft71pwbi,224399,35,1,11,9222.43,723.708,25,2023-12-21T20:16:27.373Z
13_seymour,clqfn30k800k2s40ihbogq0ca,667258,78,2,117,24929.67,790.8399999999999,18.51905001344277,2023-12-21T20:12:31.256Z
Golden-chev,clqfn2ugo00e7t50hg1xxqxj5,196976,25,1,5,7535.3,53.1489,11.31424809643063,2023-12-21T20:12:23.352Z
Nearshelby,clqfmzp7g00e4t50h36dd377d,237030,35,1,11,10193.2,498.801,25,2023-12-21T20:09:56.572Z
apraxia0,clqfmmjnu00jws40ijpkj3z9h,178572,22,1,14,6650.02,508.272,25,2023-12-21T19:59:42.858Z
Derrick,clqfmkkou00jts40i3rk5cq88,247145,34,1,15,10769.6,38.4328,25,2023-12-21T19:58:10.780Z
shelby70,clqfmd55o00blq20i2lcqz6y3,328454,37,1,9,11443.4,272.039,12.87467166852735,2023-12-21T19:52:24.156Z
Tracey7,clqfmczs700dxt50h7xhe27g0,162584,44,1,11,6850.55,2770.66,25,2023-12-21T19:52:17.192Z
Joe0,clqfmcmbt00jqs40iycb5i5em,249936,32,1,6,9227.12,37.8737,25,2023-12-21T19:51:59.753Z
Ctenoid,clqfm0oeu00jns40ilji38mpu,250270,50,2,56,9689.27,3380.59,25,2023-12-21T19:42:42.583Z
engel,clqflpmgo00jks40inieaf0y7,263371,37,1,2,9945.91,1440.99,16.30747616384625,2023-12-21T19:34:06.840Z
buford0,clqflm0c400dkt50hqi28mk9p,523547,97,2,72,19696.56,6103.79,17.98920358628792,2023-12-21T19:31:18.196Z
Haematin,clqfla28800d9t50hn9w8ligr,250098,37,1,10,9681.75,1228.27,25,2023-12-21T19:22:00.776Z
otter588,clqfl9qlt00d6t50hgqq6y2gt,703791,105,2,83,27564.28,2807.96,20.82064119177697,2023-12-21T19:21:45.713Z
Nonesuch,clqfl8xj800d3t50hzliunopj,178221,31,1,12,7161.95,1693.52,25,2023-12-21T19:21:08.037Z
Keppel558,clqfl3xvs00jds40ipeys0y8k,800955,96,2,80,31498.42,210.70474,16.73176839634124,2023-12-21T19:17:15.208Z
Sanford,clqfkynuk00ctt50hf52zkyh0,207117,26,1,7,7082.87,0,25,2023-12-21T19:13:08.925Z
staple,clqfkxl5z00cqt50hcbpx2pgs,236949,32,1,9,9364.13,713.761,25,2023-12-21T19:12:18.792Z
spence97,clqfkuzhf00clt50hj76b1otm,353536,38,1,5,11211.2,0,25,2023-12-21T19:10:17.379Z
gustavo,clqfkth6z00cit50h102bp3vz,462712,64,2,71,18428.95,0.76134,28.53267284213644,2023-12-21T19:09:07.019Z
nevers,clqfkrs5700jas40ij4vnivch,204335,26,1,10,7326.01,50.35,25,2023-12-21T19:07:47.899Z
Red.mitchel,clqfkozac00j7s40i7mj76wrb,225999,41,1,9,9078.89,280.051,25,2023-12-21T19:05:37.188Z
polite-gail,clqfkhjqg00cat50hz5vpldr6,233546,38,1,7,9144.4,1254.26,25,2023-12-21T18:59:50.441Z
ShySeymour,clqfkgnai00j4s40ixcgf7o2k,184883,31,1,10,7414.91,1789.96,25,2023-12-21T18:59:08.394Z
deandre,clqfkbv6400c5t50hxrbq331z,1127108,147,3,169,42702.89999999999,3079.3587,18.03564366793379,2023-12-21T18:55:25.324Z
Ulcerous,clqfjp6u200iks40ikjc9n56f,186558,25,1,13,7145.48,740.882,25,2023-12-21T18:37:47.355Z
Mitch944,clqfjjihm00ifs40imsz7q683,1124477,134,3,137,42387.23,2037.963,25.10895964106096,2023-12-21T18:33:22.522Z
Elden1,clqfjd7hs00ics40is5axaph8,240126,38,1,15,11210.6,0,25,2023-12-21T18:28:28.336Z
Bold_Thissa,clqfj7nfq00i9s40ib04nh6o7,302566,37,1,14,11761.7,207.723,25,2023-12-21T18:24:09.062Z
alphonso88,clqfix68900i6s40ipxqd0c92,166479,24,1,5,6455.69,237.357,25,2023-12-21T18:16:00.202Z
Scamp0,clqfiwno100i3s40ixr5zsr0l,438187,56,2,65,13932.9,2344.31,25,2023-12-21T18:15:36.145Z
Jewell,clqfiuufd00i0s40irdy2wgve,315293,34,1,10,10492.2,295.256,21.495052313859,2023-12-21T18:14:11.593Z
futiLity,clqfiopdm00hqs40irkca9gnj,466691,91,2,61,18469.38,5180.33,20.74132635608754,2023-12-21T18:09:25.114Z
Fit.timothy,clqfilk5700bmt50hybmqv8yw,230734,23,1,7,6383.49,38.7592,25,2023-12-21T18:06:58.363Z
Bent-edward,clqfidutl00bcq20imzx98w5s,238229,25,1,30,7408.64,31.6714,25,2023-12-21T18:00:58.954Z
Milton84,clqfid5j700hjs40i8069f0ba,373196,32,1,3,9820.39,863.879,25,2023-12-21T18:00:26.179Z
usedsidwel,clqfi08pe00h8s40iir201315,262819,32,1,9,9122.52,776.601,25,2023-12-21T17:50:23.762Z
face7,clqfhvnrf00h0s40ipldovtkv,546537,62,2,65,17624.49,1807.48,19.22819960338431,2023-12-21T17:46:49.995Z
51.reposit,clqfhuhhj00gxs40i8f6cw8he,218078,34,1,9,8877.39,0,34.97431116243894,2023-12-21T17:45:55.207Z
nestor0,clqfhmq7700b3t50hdb5574bb,369563,22,1,5,6565.19,290.318,25,2023-12-21T17:39:53.251Z
lateDannie,clqfhit6u00b0t50hztwii80z,348303,62,2,61,13300.98,3206.94,34.2459184313795,2023-12-21T17:36:50.502Z
WildDarrel,clqfhhq1h00axt50hf65mjldf,636287,70,2,64,19136.96,3198.38,15.75408156862052,2023-12-21T17:35:59.765Z
Ieyasu,clqfh830u00gls40ichj8h4h7,278705,29,1,12,8684.59,0,25,2023-12-21T17:28:30.030Z
AridATha,clqfgbynr00aet50h11d46myy,249544,41,1,11,10261,1533.58,25,2023-12-21T17:03:31.383Z
sad_johnnie,clqffpc57009yt50h47qs9fc2,255744,32,1,5,9371.5,0.700388,21.46956041395399,2023-12-21T16:45:55.771Z
Loyal.Lamar,clqffoqxv009vt50hrxi2lpo3,228270,33,1,8,9323.91,0,16.52617330864749,2023-12-21T16:45:28.292Z
moNroE,clqffmhwf009qt50hi34x0hd8,255524,31,1,8,9401.06,415.686,16.30747616384625,2023-12-21T16:43:43.263Z
Copaiba,clqffhobq00gbs40iq55ylxy1,268754,32,1,12,9961.16,486.652,25,2023-12-21T16:39:58.311Z
Ritter0,clqffcckj009lt50h00159s82,257196,32,1,14,9591.58,493.04,25,2023-12-21T16:35:49.795Z
alexis,clqff6i7r009gt50hky7myjyj,429238,44,1,3,13853.2,823.844,25,2023-12-21T16:31:17.175Z
Chris587,clqff3g1700g0s40i0mj0seki,237141,40,1,15,10795.4,98.8216,25,2023-12-21T16:28:54.379Z
Trite.forde,clqfes7dj00fts40icb957wmn,165611,38,1,4,6987.88,2431.83,25,2023-12-21T16:20:09.943Z
edea,clqfer9pu009bt50hl8q78km0,197254,29,1,8,6747.33,1360.37,33.65932654265587,2023-12-21T16:19:26.323Z
ezarra,clqfeqjfe00fqs40i2nif1pxh,244103,32,1,10,9668.03,250.553,25,2023-12-21T16:18:52.250Z
Jarvis0,clqfepsju0098t50h9oc46py0,710762,92,2,72,26877.41,619.6370999999999,23.47339030111599,2023-12-21T16:18:17.419Z
Sordidciri,clqfem4td00fns40ir8o4xv4b,3283104,337,6,482,101185.8,32.0498,18.33756557066535,2023-12-21T16:15:26.690Z
